Date;rent_CH2Y5Y10YRetCHF_Acum;DE5YRetAcu;CHST2Y5Y10YAcu;ESST2Y5Y10YAcu
18/01/2013;-3.346585168;16.88624457;-3.333798474;5.941959126
25/01/2013;-3.227361996;16.32423558;-3.2144537;5.220989127
01/02/2013;-3.086669245;16.5251506;-3.073592165;5.714451547
08/02/2013;-3.691564156;17.04032592;-3.678441968;6.080919934
15/02/2013;-3.755736711;16.89027667;-3.742652296;5.390154458
22/02/2013;-4.134160585;17.4387519;-4.121328027;5.680077788
01/03/2013;-4.112787976;18.31533908;-4.099959724;5.614920098
08/03/2013;-3.957523459;17.68862125;-3.94465114;4.926405504
15/03/2013;-4.065832664;18.15494227;-4.053067828;5.455097045
22/03/2013;-4.051226416;18.65030454;-4.044402025;5.200687949
29/03/2013;-4.108938836;19.3514625;-4.102079218;6.402011852
05/04/2013;-3.873140053;19.02085448;-3.865954828;5.438104104
12/04/2013;-4.143327118;18.81340442;-4.136462459;4.896425978
19/04/2013;-4.309024646;18.54160413;-4.302154584;4.787199905
26/04/2013;-4.313242018;18.52684218;-4.309381617;4.593628908
03/05/2013;-4.108774025;18.27972824;-4.104765344;3.569242865
10/05/2013;-4.083782718;17.68810703;-4.080458027;4.077384628
17/05/2013;-4.073272047;18.09847961;-4.070034123;4.220165446
24/05/2013;-3.342931594;17.79728567;-3.33861008;5.013614989
31/05/2013;-4.517716434;17.54062244;-4.514113621;4.628677676
07/06/2013;-3.550674265;17.19219354;-3.54646085;4.692218689
14/06/2013;-3.866328262;17.51495393;-3.86260516;5.10797291
21/06/2013;-3.966966313;16.15266025;-3.963321458;5.489534085
28/06/2013;-3.580243907;16.46753423;-3.576699695;5.442146389
05/07/2013;-3.718755161;17.01440542;-3.715424528;5.407473091
12/07/2013;-3.958520949;17.61461467;-3.955394804;5.489307054
19/07/2013;-4.130555038;17.7758191;-4.127543909;5.209691633
26/07/2013;-4.218672064;17.02720727;-4.215777782;4.456182058
02/08/2013;-4.289035333;17.03745501;-4.286166928;4.134691878
09/08/2013;-4.039208885;16.85529671;-4.036302877;5.865554832
