Date;ES2YPrice;ES2YYield;ES2YSS;ES2YASS;ES2YZS;ES2YOaS;ES5YPrice;ES5YYield;ES5YSS;ES5YASS;ES5YZS;ES5YOaS;ES10YPrice;ES10YYield;ES10YSS;ES10YASS;ES10YZS;ES10YOaS;DE2YPrice;DE2YYield;DE2YSS;DE2YASS;DE2YZS;DE5YPrice;DE5YYield;DE5YSS;DE5YASS;DE5YZS;DE10YPrice;DE10YYield;DE10YSS;DE10YASS;DE10YZS;CH2YPrice;CH2YYield;CH2YSS;CH2YASS;CH2YZS;CH2YOaS;CH5YPrice;CH5YYield;CH5YSS;CH5YASS;CH5YZS;CH5YOaS;CH10YPrice;CH10YYield;CH10YSS;CH10YASS;CH10YZS;CH10YOaS;EURCHF
16-Mar-2012;102.020;2.400;121.700;120.900;121.200;121.200;101.990;3.760;215.100;213.400;216.200;216.200;105.020;5.180;278.200;280.700;285.100;285.100;99.810;0.341;-82.200;-79.100;-80.600;98.430;1.072;-64.300;-62.600;-65.000;99.558;2.052;-37.500;-37.200;-38.900;107.300;0.060;-16.469;-24.82;-23.8;-23.8;119.68;0.434;-13.761;-17.91;-16.3;-16.3;110.25;0.936;-25.471;-29.026;-28.5;-28.5;1.206
23-Mar-2012;101.980;2.420;146.600;142.300;142.600;142.600;100.550;3.980;256.700;252.100;257.000;257.000;103.150;5.380;311.900;310.900;318.200;318.200;100.018;0.235;-83.800;-82.100;-83.200;99.316;0.888;-69.300;-68.600;-70.600;101.119;1.872;-41.600;-41.900;-43.500;107.270;0.070;-10.476;-18.707;-17.9;-17.9;119.87;0.377;-15.497;-19.05;-17.3;-17.3;110.41;0.896;-22.254;-25.892;-25.4;-25.4;1.205
30-Mar-2012;101.570;2.610;146.000;144.400;144.700;144.700;100.280;4.300;265.700;261.500;266.800;266.800;103.320;5.360;311.000;311.300;318.000;318.000;100.040;0.209;-85.700;-81.700;-82.800;99.694;0.798;-73.800;-73.200;-75.200;101.727;1.798;-45.000;-45.000;-46.500;107.390;0.060;-12.829;-19.645;-18.8;-18.8;119.9;0.34;-14.666;-18.512;-16.8;-16.8;111.03;0.857;-25.242;-27.993;-27.4;-27.4;1.204
06-Apr-2012;100.800;2.990;197.500;194.000;196.000;196.000;98.530;4.610;317.000;308.200;318.100;318.100;100.670;5.750;352.600;346.200;360.100;360.100;100.200;0.156;-87.800;-85.800;-86.900;100.149;0.720;-78.200;-77.200;-79.100;102.299;1.737;-48.800;-49.000;-50.500;107.340;0.036;-9.371;-17.719;-17;-17;120.28;0.29;-15.892;-22.595;-20.5;-20.5;110.98;0.811;-28.726;-32.508;-31.7;-31.7;1.201
13-Apr-2012;99.840;3.480;249.000;243.300;247.600;247.600;97.320;4.890;352.700;339.600;353.100;353.100;99.280;5.960;380.700;371.300;389.700;389.700;100.232;0.126;-87.600;-84.600;-85.700;100.446;0.668;-77.700;-77.500;-79.200;100.190;1.729;-48.700;-47.700;-49.800;107.300;0.025;-5.781;-21.353;-20.5;-20.5;120.24;0.244;-19.047;-23.094;-20.9;-20.9;111.71;0.752;-30.079;-33.362;-32.4;-32.4;1.203
20-Apr-2012;99.790;3.510;245.400;241.500;245.900;245.900;97.760;4.810;337.100;327.000;339.100;339.100;99.200;5.980;375.300;365.900;383.400;383.400;100.192;0.138;-90.300;-86.000;-87.300;100.300;0.676;-81.600;-79.800;-81.600;100.250;1.711;-52.500;-52.000;-54.300;107.270;-0.021;-13.045;-20.716;-19.8;-19.8;119.97;0.31;-15.93;-22.237;-20.2;-20.2;111.97;0.766;-32.359;-37.758;-36.7;-36.7;1.202
27-Apr-2012;100.130;3.330;235.800;235.100;238.800;238.800;97.880;4.790;339.700;329.800;341.700;341.700;99.500;5.840;369.900;361.600;378.200;378.200;100.280;0.103;-85.600;-78.000;-79.100;100.556;0.643;-79.300;-77.300;-79.000;100.499;1.704;-52.900;-52.200;-54.500;106.990;0.011;-14.443;-20.575;-19.7;-19.7;120.14;0.259;-18;-23.253;-21.1;-21.1;112.34;0.72;-33.722;-37.013;-35.9;-35.9;1.201
04-May-2012;100.180;3.300;241.300;239.700;243.400;243.400;98.250;4.700;346.500;336.200;347.300;347.300;100.660;5.750;371.500;365.800;379.800;379.800;100.296;0.093;-79.800;-72.000;-73.100;100.939;0.555;-72.300;-72.600;-73.900;101.510;1.583;-49.300;-49.200;-51.000;107.130;-0.030;-16.963;-29.802;-28.5;-28.5;120.48;0.203;-20.391;-23.971;-21.7;-21.7;112.59;0.667;-33.502;-36.523;-35.3;-35.3;1.201
11-May-2012;99.380;3.730;275.900;274.800;280.700;280.700;97.080;5.020;373.700;361.800;376.700;376.700;98.820;6.010;403.500;393.000;412.000;412.000;100.300;0.090;-87.100;-76.200;-77.400;99.729;0.550;-78.600;-78.900;-80.900;102.082;1.517;-50.600;-50.700;-52.200;106.850;-0.020;-15.3;-23.302;-22.3;-22.3;120.29;0.198;-17.829;-23.795;-21.6;-21.6;113.12;0.638;-31.848;-35.324;-34;-34;1.201
18-May-2012;98.630;4.150;322.800;315.800;324.800;324.800;95.630;5.370;410.800;392.500;412.000;412.000;97.200;6.250;433.700;417.000;440.800;440.800;100.351;0.054;-92.200;-83.600;-84.900;100.031;0.495;-83.400;-81.400;-83.300;103.037;1.423;-53.300;-53.200;-54.400;106.840;-0.068;-9.639;-28.521;-27.3;-27.3;120.55;0.14;-18.169;-23.621;-21.4;-21.4;113.32;0.616;-26.096;-30.94;-29.8;-29.8;1.201
25-May-2012;98.310;4.330;345.800;339.500;349.600;349.600;95.100;5.380;438.300;416.600;439.100;439.100;96.910;6.350;448.400;430.500;455.800;455.800;99.888;0.049;-85.200;-83.800;-85.400;100.220;0.457;-77.700;-76.200;-77.900;103.502;1.371;-48.600;-48.300;-49.200;107.010;-0.119;-18.898;-25.677;-24.6;-24.6;120.33;0.106;-21.837;-25.974;-23.5;-23.5;112.9;0.638;-29.193;-31.552;-30.4;-30.4;1.201
01-Jun-2012;97.150;5.000;416.300;403.500;419.000;419.000;93.230;6.020;495.100;465.300;495.600;495.600;95.200;6.520;490.200;465.800;495.800;495.800;99.976;0.010;-84.100;-82.200;-83.600;100.806;0.322;-81.500;-80.400;-81.700;105.400;1.173;-47.700;-47.900;-48.100;107.140;-0.191;-24.103;-36.525;-34.9;-34.9;121.1;0.042;-20.209;-27.207;-24.6;-24.6;114.24;0.497;-33.591;-36.405;-34.8;-34.8;1.201
08-Jun-2012;100.530;4.430;360.300;355.500;359.800;359.800;99.480;5.650;436.000;425.300;437.100;437.100;97.390;6.230;446.000;429.300;452.300;452.300;99.898;0.055;-80.800;-78.100;-79.500;100.275;0.456;-78.700;-76.700;-78.400;104.054;1.337;-46.700;-46.800;-47.500;106.940;-0.273;-27.109;-45.334;-43.3;-43.3;120.82;0.072;-26.635;-29.494;-26.7;-26.7;113.15;0.586;-31.95;-33.927;-32.7;-32.7;1.201
15-Jun-2012;99.080;5.060;436.600;426.000;435.900;435.900;96.370;6.260;506.600;485.700;509.300;509.300;92.740;6.860;507.300;473.000;514.100;514.100;99.844;0.081;-77.400;-74.200;-75.600;99.923;0.526;-72.500;-70.600;-72.400;102.930;1.448;-41.700;-41.900;-42.900;107.000;-0.236;-26.071;-45.652;-43.6;-43.6;121.05;0.004;-28.261;-34.103;-30.8;-30.8;113.77;0.57;-31.286;-35.37;-34;-34;1.201
22-Jun-2012;100.010;4.660;376.300;371.500;376.400;376.400;97.970;5.890;449.500;438.300;453.000;453.000;95.810;6.420;444.200;425.300;451.800;451.800;99.729;0.140;-69.800;-66.400;-67.500;99.329;0.643;-62.900;-61.400;-63.200;101.583;1.581;-36.600;-36.700;-37.900;106.970;-0.351;-40.124;-57.222;-54.6;-54.6;120.91;0.016;-28.913;-34.344;-31;-31;113.73;0.57;-31.172;-35.589;-34.2;-34.2;1.201
29-Jun-2012;99.980;4.600;375.600;366.800;371.500;371.500;98.190;5.770;451.700;438.100;452.600;452.600;95.610;6.520;447.700;426.000;454.200;454.200;99.722;0.124;-72.000;-72.000;-73.100;99.378;0.609;-63.400;-64.200;-65.900;101.323;1.579;-39.400;-39.700;-41.000;106.770;-0.151;-35.947;-54.208;-51.9;-51.9;120.49;0.083;-26.501;-33.73;-30.5;-30.5;112.64;0.658;-35.511;-35.506;-34.3;-34.3;1.201
06-Jul-2012;99.350;5.200;437.300;427.600;436.300;436.300;96.400;6.350;525.900;504.000;527.600;527.600;92.550;6.950;520.900;484.200;528.200;528.200;100.004;-0.009;-73.800;-70.800;-71.700;100.700;0.342;-71.300;-70.100;-71.300;103.830;1.330;-46.800;-46.700;-47.600;106.540;-0.212;-21.721;-41.896;-40.1;-40.1;120.8;0.014;-22.963;-29.435;-26.6;-26.6;113.72;0.548;-32.623;-34.371;-33;-33;1.201
13-Jul-2012;100.080;4.650;394.700;388.200;393.600;393.600;97.580;6.080;494.000;478.200;496.100;496.100;94.520;6.590;490.700;463.900;498.600;498.600;100.086;-0.038;-73.100;-69.800;-70.700;100.893;0.307;-73.100;-72.000;-73.200;104.530;1.259;-50.900;-50.400;-51.200;106.800;-0.339;-35.813;-58.845;-56.3;-56.3;120.84;-0.01;-21.435;-31.256;-28.2;-28.2;113.95;0.538;-32.148;-35.746;-34.3;-34.3;1.201
20-Jul-2012;97.960;5.930;535.600;518.400;535.700;535.700;94.210;6.980;599.600;566.000;602.300;602.300;90.800;7.300;563.100;518.000;572.100;572.100;100.123;-0.068;-69.500;-63.000;-63.900;101.214;0.239;-71.200;-69.800;-70.800;105.490;1.167;-51.800;-51.700;-52.200;106.640;-0.410;-42.787;-65.577;-62.7;-62.7;120.79;-0.007;-23.003;-30.844;-27.9;-27.9;114.24;0.479;-37.271;-42.158;-40.3;-40.3;1.201
27-Jul-2012;98.790;5.350;465.600;457.900;469.100;469.100;95.860;6.520;534.100;512.000;538.000;538.000;93.560;6.780;496.800;467.200;506.200;506.200;100.047;-0.029;-69.100;-60.600;-61.600;100.390;0.418;-64.600;-62.500;-63.800;103.290;1.394;-44.700;-44.000;-45.000;106.500;-0.424;-49.89;-75.059;-71.8;-71.8;120.37;0.042;-26.187;-31.561;-28.5;-28.5;113.91;0.53;-42.129;-45.098;-43.3;-43.3;1.201
03-Aug-2012;100.970;5.180;352.600;351.900;354.600;354.600;96.980;6.470;498.200;482.000;501.400;501.400;92.240;7.180;512.600;478.600;522.400;522.400;100.048;-0.026;-65.400;-59.000;-60.000;100.310;0.420;-61.400;-60.700;-62.000;103.100;1.408;-44.200;-44.200;-45.300;106.690;-0.436;-47.624;-70.957;-67.9;-67.9;120.57;0.02;-25.982;-31.534;-28.5;-28.5;114.44;0.508;-38.838;-42.28;-40.5;-40.5;1.201
10-Aug-2012;101.080;4.170;372.800;370.100;373.400;373.400;97.730;6.050;508.300;491.000;510.400;510.400;92.800;6.940;522.300;486.200;531.100;531.100;100.138;-0.065;-61.200;-51.300;-52.200;100.704;0.346;-60.000;-57.800;-58.800;103.439;1.383;-39.600;-39.300;-40.300;106.460;-0.363;-40.828;-66.349;-63.6;-63.6;120.3;0.023;-21.931;-27.7;-25.1;-25.1;113.09;0.576;-30.196;-34.302;-33;-33;1.201
17-Aug-2012;101.770;3.780;325.100;327.600;328.300;328.300;99.220;5.660;463.600;453.900;467.200;467.200;95.560;6.500;468.300;446.600;478.700;478.700;100.067;-0.040;-57.100;-48.800;-49.600;100.310;0.416;-54.900;-54.400;-55.600;102.324;1.489;-34.300;-33.700;-34.700;106.260;-0.281;-34.619;-52.756;-50.6;-50.6;120.04;0.045;-27.214;-27.658;-25;-25;113.13;0.562;-39.104;-38.024;-36.6;-36.6;1.201
24-Aug-2012;101.710;3.750;330.400;332.500;333.100;333.100;99.370;5.690;470.700;461.100;473.500;473.500;95.850;6.450;480.700;458.400;490.300;490.300;100.034;-0.021;-52.500;-52.600;-53.500;100.750;0.368;-52.700;-52.400;-53.300;103.820;1.367;-35.900;-36.100;-36.900;106.330;-0.364;-41.378;-71.96;-69;-69;120.45;-0.017;-26.254;-31.349;-28.3;-28.3;113.82;0.519;-35.498;-37.698;-36.2;-36.2;1.201
31-Aug-2012;101.630;3.790;324.500;327.300;327.500;327.500;98.690;5.880;490.400;478.600;493.900;493.900;93.560;6.740;517.700;485.900;527.800;527.800;100.047;-0.032;-53.000;-51.600;-52.400;100.712;0.344;-51.400;-50.700;-51.600;103.680;1.340;-34.400;-34.700;-35.500;106.260;-0.425;-45.536;-69.807;-66.9;-66.9;120.4;-0.04;-26.705;-34.695;-31.4;-31.4;114.03;0.507;-35.812;-39.241;-37.6;-37.6;1.201
07-Sep-2012;103.300;2.875;237.700;242.000;239.200;239.200;103.540;4.577;358.300;361.200;360.900;360.900;100.630;5.678;393.000;388.000;401.800;401.800;99.912;0.035;-47.300;-47.500;-48.300;100.210;0.449;-47.600;-47.300;-48.300;99.753;1.522;-29.800;-29.700;-31.000;105.870;-0.161;-27.643;-46.062;-44.3;-44.3;119.82;0.058;-24.995;-30.667;-27.8;-27.8;113.3;0.589;-35.403;-37.018;-35.7;-35.7;1.210
14-Sep-2012;102.770;3.245;273.000;281.000;279.200;279.200;103.060;4.805;375.300;376.200;378.500;378.500;100.480;5.818;396.900;389.600;406.600;406.600;99.793;0.105;-42.200;-38.500;-39.200;99.030;0.711;-39.600;-38.300;-39.500;98.095;1.710;-21.300;-21.700;-22.900;105.700;-0.137;-23.664;-51.308;-49.4;-49.4;118.17;0.048;-24.758;-31.782;-28.8;-28.8;112.71;0.649;-29.347;-32.446;-31.4;-31.4;1.217
21-Sep-2012;102.750;3.191;278.200;281.000;278.700;278.700;103.310;4.732;382.400;383.900;384.900;384.900;100.510;5.797;408.600;400.800;417.700;417.700;99.913;0.035;-37.500;-34.800;-35.300;99.517;0.595;-35.500;-34.200;-35.200;99.062;1.598;-19.500;-19.700;-20.700;105.580;-0.089;-15.879;-41.559;-40;-40;119.71;0.055;-19.383;-25.549;-23.2;-23.2;112.78;0.609;-27.529;-31.314;-30.2;-30.2;1.211
28-Sep-2012;99.570;3.529;307.600;294.300;299.600;299.600;102.190;4.961;406.700;403.800;407.000;407.000;99.130;5.966;432.500;420.300;440.100;440.100;99.948;0.021;-42.200;-45.100;-45.500;99.959;0.507;-42.400;-44.100;-45.100;100.704;1.434;-27.600;-29.300;-30.400;105.500;-0.115;-19.436;-43.995;-42.4;-42.4;119.71;0.04;-18.833;-25.286;-22.9;-22.9;113.67;0.528;-33.3;-36.773;-35.3;-35.3;1.208
05-Oct-2012;100.140;3.172;269.700;267.800;271.300;271.300;103.750;4.557;363.000;367.900;367.100;367.100;100.820;5.707;399.400;395.000;409.700;409.700;99.881;0.065;-39.600;-35.400;-35.900;99.625;0.572;-39.500;-38.200;-39.300;99.783;1.528;-26.600;-26.100;-27.300;105.280;-0.134;-18.403;-39.513;-38.1;-38.1;119.53;0.033;-18.879;-23.473;-21.3;-21.3;113.57;0.539;-31.699;-35.249;-33.9;-33.9;1.211
12-Oct-2012;100.350;3.110;264.400;262.500;265.700;265.700;104.340;4.458;357.900;363.000;361.100;361.100;101.320;5.638;398.600;395.600;408.700;408.700;99.913;0.041;-41.100;-36.400;-36.900;99.980;0.502;-41.500;-39.800;-40.700;100.368;1.459;-25.600;-25.500;-26.500;105.370;-0.162;-20.264;-42.872;-41.4;-41.4;119.76;-0.002;-19.143;-23.968;-21.7;-21.7;113.68;0.497;-33.546;-36.967;-35.5;-35.5;1.209
19-Oct-2012;100.950;2.844;233.800;230.400;232.500;232.500;105.470;4.207;323.000;329.100;325.500;325.500;103.450;5.381;362.600;363.600;371.800;371.800;99.793;0.115;-38.100;-35.000;-35.600;99.379;0.628;-39.400;-38.600;-39.700;99.061;1.602;-21.700;-22.500;-23.600;105.130;-0.190;-26.515;-49.342;-47.7;-47.7;119.35;0.031;-18.509;-22.742;-20.6;-20.6;113.49;0.525;-34.825;-37.021;-35.6;-35.6;1.209
26-Oct-2012;100.330;3.125;266.300;261.400;264.900;264.900;104.280;4.441;351.700;355.400;353.500;353.500;101.620;5.605;390.200;386.300;398.700;398.700;99.900;0.054;-40.200;-34.400;-34.900;99.800;0.540;-43.200;-42.000;-43.100;99.648;1.544;-24.300;-24.900;-26.000;105.090;-0.203;-26.806;-51.353;-49.6;-49.6;119.45;0.025;-19.122;-25.481;-23.1;-23.1;113.77;0.506;-35.193;-37.624;-36.1;-36.1;1.209
02-Nov-2012;100.420;3.105;266.400;264.100;267.500;267.500;104.390;4.482;361.000;364.700;363.100;363.100;101.360;5.675;401.100;396.700;410.700;410.700;99.977;0.004;-42.500;-37.500;-38.100;100.150;0.465;-45.200;-44.500;-45.500;100.400;1.452;-28.200;-28.500;-29.700;104.860;-0.134;-18.876;-41.099;-39.8;-39.8;119.13;0.021;-20.219;-24.938;-22.6;-22.6;113.63;0.486;-35.444;-38.672;-37.1;-37.1;1.207
09-Nov-2012;100.160;3.217;283.900;280.700;284.700;284.700;103.600;4.620;383.500;386.400;385.800;385.800;99.990;5.846;427.900;419.800;437.400;437.400;100.057;-0.034;-40.300;-36.000;-36.600;100.657;0.363;-46.600;-46.100;-47.000;101.411;1.344;-30.600;-30.300;-31.300;104.940;-0.155;-19.494;-46.577;-45.1;-45.1;119.22;-0.005;-20.685;-24.752;-22.4;-22.4;114.1;0.432;-37.601;-39.159;-37.4;-37.4;1.206
16-Nov-2012;100.000;3.325;295.000;291.300;295.900;295.900;103.210;4.728;394.900;397.000;397.500;397.500;99.700;5.889;433.300;425.000;443.500;443.500;100.051;-0.034;-42.100;-42.300;-43.000;100.717;0.339;-47.400;-46.700;-47.500;101.528;1.318;-30.100;-30.300;-31.300;104.830;-0.160;-19.294;-44.075;-42.6;-42.6;119.12;-0.002;-19.819;-25.127;-22.8;-22.8;114.4;0.432;-38.013;-40.635;-38.8;-38.8;1.205
23-Nov-2012;100.440;3.046;263.200;262.100;265.100;265.100;104.180;4.467;361.800;366.700;364.900;364.900;101.370;5.628;399.800;396.200;409.200;409.200;99.990;-0.001;-42.000;-42.000;-42.700;100.243;0.438;-43.500;-43.700;-44.600;100.472;1.438;-26.900;-26.600;-27.600;104.900;-0.156;-20.651;-49.59;-48;-48;118.92;0.031;-20.178;-25.152;-22.9;-22.9;113.94;0.487;-37.019;-40.403;-38.7;-38.7;1.204
30-Nov-2012;100.730;2.941;254.400;255.800;258.300;258.300;105.140;4.264;347.400;354.100;350.400;350.400;103.550;5.326;376.500;379.100;386.200;386.200;99.985;0.010;-39.900;-39.800;-38.300;100.484;0.406;-42.600;-41.500;-42.400;101.177;1.383;-25.700;-24.800;-25.700;104.620;-0.135;-18.64;-40.38;-39.1;-39.1;119.05;-0.005;-21.799;-26.547;-24.1;-24.1;114.34;0.421;-38.752;-42.192;-40.3;-40.3;1.205
07-Dec-2012;100.460;3.034;272.900;273.600;276.500;276.500;104.500;4.371;370.400;375.500;372.300;372.300;102.450;5.470;401.500;401.200;411.200;411.200;100.166;-0.075;-38.800;-38.500;-35.900;101.039;0.293;-41.700;-41.100;-41.800;101.961;1.296;-24.000;-23.800;-24.500;104.470;-0.158;-11.321;-37.954;-36.7;-36.7;119.23;-0.061;-19.806;-24.866;-22.6;-22.6;114.91;0.401;-34.242;-37.599;-35.9;-35.9;1.208
14-Dec-2012;100.680;2.915;258.400;259.100;261.300;261.300;105.070;4.260;354.000;360.400;356.400;356.400;103.220;5.394;390.400;390.800;399.300;399.300;100.079;-0.039;-36.900;-38.200;-37.000;100.781;0.336;-42.300;-41.400;-42.200;101.299;1.355;-21.700;-22.300;-23.100;104.540;-0.109;-13.196;-25.834;-25;-25;118.79;0.022;-17.143;-22.071;-20.1;-20.1;114.31;0.453;-35.077;-38.876;-37.2;-37.2;1.208
21-Dec-2012;100.820;2.848;248.800;252.900;254.900;254.900;105.940;4.052;333.300;340.700;335.100;335.100;104.150;5.262;376.800;380.600;386.600;386.600;100.013;-0.008;-37.600;-37.900;-35.300;100.707;0.349;-40.600;-40.500;-41.300;101.059;1.380;-18.200;-18.300;-19.000;104.330;-0.108;-14.122;-42.131;-40.9;-40.9;118.51;0.031;-18.621;-24.111;-21.9;-21.9;113.98;0.485;-36.671;-39.387;-37.8;-37.8;1.207
28-Dec-2012;100.670;2.955;260.300;261.700;264.000;264.000;105.790;4.077;338.700;345.500;339.900;339.900;103.960;5.269;383.700;384.700;390.700;390.700;100.055;-0.028;-39.100;-39.200;-37.100;101.017;0.285;-43.100;-43.000;-43.700;101.760;1.306;-19.600;-21.000;-21.600;104.240;-0.111;-14.288;-32.097;-31.2;-31.2;118.52;0.037;-20.127;-24.532;-22.3;-22.3;114.22;0.452;-38.734;-41.531;-39.8;-39.8;1.207
04-Jan-2013;101.460;2.469;205.600;209.400;209.900;209.900;106.950;3.803;297.400;306.700;300.000;300.000;105.640;5.058;343.500;349.800;352.700;352.700;99.849;0.080;-35.900;-36.200;-33.300;99.887;0.525;-35.000;-34.000;-34.800;99.606;1.545;-15.700;-16.700;-17.400;104.040;-0.112;-15.652;-31.898;-31;-31;118.34;0.056;-22.95;-27.14;-24.7;-24.7;113.49;0.521;-38.002;-41.203;-39.6;-39.6;1.208
11-Jan-2013;101.940;2.234;176.200;180.300;180.100;180.100;108.170;3.479;259.500;269.000;261.000;261.000;106.860;4.883;321.800;329.700;329.800;329.800;99.750;0.131;-35.700;-36.400;-33.000;99.318;0.636;-35.900;-35.600;-36.700;99.253;1.584;-15.400;-15.900;-16.600;109.040;-0.098;-21.302;-27.581;-26.2;-26.2;113.9;0.154;-23.465;-28.377;-26.7;-26.7;132.38;0.676;-39.494;-39.915;-35;-35;1.219
18-Jan-2013;100.440;2.522;192.900;188.700;191.300;191.300;102.840;3.846;283.400;283.900;285.500;285.500;105.450;5.071;345.100;350.900;353.000;353.000;99.651;0.186;-36.100;-36.000;-31.800;99.400;0.618;-40.100;-39.300;-40.400;99.459;1.558;-17.500;-17.900;-18.800;108.890;0.011;-16.785;-19.386;-18.5;-18.5;113.77;0.228;-19.384;-23.292;-21.9;-21.9;131.89;0.71;-32.23;-35.522;-31.1;-31.1;1.244
25-Jan-2013;100.600;2.449;177.000;173.700;176.000;176.000;103.210;3.782;265.300;266.500;267.700;267.700;101.790;5.158;333.000;330.700;341.200;341.200;99.511;0.262;-36.900;-37.600;-32.100;98.860;0.732;-40.000;-39.400;-40.600;98.727;1.638;-18.700;-18.500;-19.500;108.740;0.061;-12.667;-15.758;-15;-15;113.46;0.284;-16.982;-22.233;-21;-21;131.47;0.758;-31.636;-35.911;-31.6;-31.6;1.247
01-Feb-2013;100.300;2.615;192.900;189.300;192.300;192.300;102.650;3.908;275.500;275.600;277.900;277.900;101.450;5.206;331.300;328.200;339.800;339.800;99.550;0.244;-39.100;-39.600;-33.500;98.900;0.721;-43.400;-42.100;-43.500;98.481;1.665;-22.400;-22.100;-23.300;108.650;0.057;-12.089;-15.264;-14.6;-14.6;113.1;0.314;-18.704;-23.133;-21.9;-21.9;130.88;0.785;-36.114;-40.426;-35.7;-35.7;1.238
08-Feb-2013;100.010;2.777;217.200;213.000;216.800;216.800;102.070;4.054;298.200;296.900;300.500;300.500;100.310;5.380;353.200;346.600;362.100;362.100;99.658;0.186;-37.200;-37.800;-32.300;99.340;0.632;-44.600;-43.600;-44.900;98.992;1.610;-23.000;-23.300;-24.500;108.650;0.028;-11.679;-15.435;-14.7;-14.7;113.56;0.228;-26.264;-27.614;-26;-26;131.12;0.771;-37.136;-40.324;-35.6;-35.6;1.226
15-Feb-2013;100.440;2.541;196.600;193.000;195.700;195.700;102.950;3.825;274.200;274.200;275.900;275.900;101.570;5.182;329.000;325.400;337.200;337.200;100.126;0.189;-38.500;-37.600;-38.300;99.230;0.657;-43.600;-43.200;-44.400;98.544;1.659;-24.400;-23.900;-25.300;108.570;0.039;-12.907;-14.216;-13.6;-13.6;113.53;0.227;-22.574;-26.448;-24.9;-24.9;130.82;0.797;-38.323;-38.457;-34;-34;1.231
22-Feb-2013;100.380;2.552;203.800;200.100;202.900;202.900;102.980;3.830;283.800;284.000;285.600;285.600;101.830;5.157;334.200;331.200;342.800;342.800;100.250;0.125;-38.600;-38.100;-38.800;99.710;0.559;-44.700;-44.500;-45.600;99.384;1.568;-25.300;-25.400;-26.700;108.500;0.030;-8.709;-12.31;-11.7;-11.7;113.48;0.186;-25.584;-29.494;-27.8;-27.8;130.68;0.787;-35.683;-38.346;-33.9;-33.9;1.226
01-Mar-2013;100.480;2.511;208.000;204.500;207.100;207.100;103.220;3.762;289.600;290.400;291.200;291.200;102.240;5.098;340.200;338.500;349.100;349.100;100.429;0.037;-38.400;-38.500;-39.000;100.462;0.406;-47.200;-47.100;-48.000;100.800;1.413;-28.600;-27.800;-29.000;108.450;0.012;-8.004;-11.317;-10.8;-10.8;113.75;0.137;-23.49;-27.531;-25.9;-25.9;131.63;0.705;-36.835;-39.509;-34.7;-34.7;1.228
08-Mar-2013;101.110;2.190;172.300;170.300;171.700;171.700;104.590;3.464;253.000;255.700;254.500;254.500;104.790;4.767;300.400;303.700;308.700;308.700;100.333;0.086;-37.300;-37.200;-37.700;99.970;0.507;-44.000;-44.400;-45.500;99.777;1.526;-25.200;-25.000;-26.300;108.270;0.066;-5.733;-10.048;-9.6;-9.6;113.5;0.203;-23.111;-25.131;-23.7;-23.7;130.86;0.78;-34.984;-35.585;-31.4;-31.4;1.237
15-Mar-2013;100.800;2.351;192.200;190.300;192.300;192.300;103.850;3.622;273.900;276.900;276.600;276.600;103.810;4.914;321.700;322.800;330.100;330.100;100.395;0.050;-37.900;-36.200;-36.600;100.353;0.429;-46.300;-46.100;-47.100;100.431;1.452;-25.500;-25.900;-27.000;108.160;0.078;-6.406;-10.105;-9.7;-9.7;113.25;0.202;-22.201;-26.701;-25.2;-25.2;130.23;0.782;-32.922;-35.633;-31.5;-31.5;1.228
22-Mar-2013;100.820;2.352;186.200;184.100;185.900;185.900;104.050;3.576;268.400;271.200;270.300;270.300;104.210;4.854;319.300;322.000;327.700;327.700;100.438;0.031;-45.600;-44.800;-45.200;100.560;0.385;-52.400;-51.700;-52.700;101.121;1.378;-28.900;-28.900;-30.000;108.240;0.004;-8.086;-11.65;-11.1;-11.1;113.49;0.163;-23.952;-25.911;-24.4;-24.4;130.81;0.751;-32.881;-33.604;-29.6;-29.6;1.222
29-Mar-2013;100.540;2.457;195.800;194.800;197.100;197.100;102.870;3.820;293.700;293.800;294.800;294.800;102.470;5.055;341.200;338.800;348.000;348.000;100.530;-0.023;-50.100;-47.900;-48.300;100.939;0.306;-57.600;-58.000;-59.000;102.024;1.282;-36.300;-37.000;-38.300;108.220;-0.005;-7.457;-11.011;-10.5;-10.5;113.59;0.142;-23.091;-26.628;-25.1;-25.1;131.12;0.728;-32.667;-36.307;-32;-32;1.217
05-Apr-2013;101.260;2.087;167.200;165.900;166.900;166.900;104.430;3.470;268.700;271.800;270.000;270.000;104.600;4.782;325.700;329.300;333.500;333.500;100.458;0.012;-40.400;-38.800;-39.200;101.020;0.289;-49.800;-49.800;-50.600;102.646;1.210;-32.500;-31.700;-32.500;108.200;-0.059;-13.512;-17.547;-16.8;-16.8;113.65;0.113;-24.733;-28.598;-26.9;-26.9;131.69;0.628;-43.385;-42.352;-37.1;-37.1;1.214
12-Apr-2013;101.160;2.127;170.700;169.400;170.600;170.600;104.770;3.389;260.100;263.400;261.100;261.100;105.420;4.694;314.800;319.400;322.300;322.300;100.439;0.019;-40.400;-38.400;-38.700;100.875;0.318;-48.700;-48.500;-49.300;102.200;1.259;-29.900;-30.100;-31.100;108.100;-0.021;-10.855;-14.772;-14.1;-14.1;113.5;0.122;-27.978;-30.218;-28.4;-28.4;131.47;0.682;-39.274;-40.811;-35.9;-35.9;1.216
