Date;rent_CH2Y10YRetCHF_Acum;DEST2Y10YAcu;CHST2Y10YAcu;ESST2Y10YAcu
10/07/2015;0.802586781;1.069327069;0.926439312;5.188443793
17/07/2015;0.696791968;0.862617476;0.820639217;5.124100215
24/07/2015;0.429224485;0.692691368;0.556912849;5.17190414
31/07/2015;0.466622551;0.554327346;0.594357957;5.019040954
07/08/2015;0.223628618;0.669702384;0.352111925;5.457475629
14/08/2015;0.150021153;0.681617429;0.278508346;5.478004352
21/08/2015;0.012417187;0.49749408;0.14076828;5.556286243
28/08/2015;-0.085357483;0.748919451;0.042942683;5.428212562
04/09/2015;-0.055040252;0.67471063;0.073288507;5.859762006
11/09/2015;0.082177365;0.616781935;0.211236484;5.872778808
18/09/2015;0.188292672;0.62040931;0.317329014;5.106971947
25/09/2015;0.097758427;0.572272796;0.226781124;5.294736892
02/10/2015;0.035131087;0.327819207;0.163657272;4.855352183
09/10/2015;-0.031208419;0.503363761;0.097319641;4.928398737
16/10/2015;-0.040146943;0.345582879;0.088319818;4.742294427
23/10/2015;-0.075450983;0.349968118;0.052940102;4.454462913
30/10/2015;-0.026682487;0.392756887;0.101769433;4.526059339
06/11/2015;0.213827354;0.781222984;0.34245763;5.061200815
13/11/2015;0.308774447;0.610679238;0.437464923;4.907916078
20/11/2015;0.312412124;0.528118872;0.441116723;4.446868188
27/11/2015;0.236702969;0.534534823;0.365424748;4.158642574
04/12/2015;0.379480446;0.883921934;0.507954479;4.511262781
11/12/2015;0.440932474;0.63133066;0.569449343;4.204074717
18/12/2015;0.542999003;0.663103622;0.671526218;4.299859388
25/12/2015;0.635602978;0.744630578;0.764487537;4.786479835
